,player_id,Puntos,Fecha,weekday,FDS,feriado,feriado2,antesdeferiado,antesdeferiado2,feriado_final,estival
0,10002,4263.0,2018-01-01,0,0,True,1,0,0,1,True
1,10002,4627.0,2018-01-13,5,1,False,0,0,0,0,True
2,10002,2966.0,2018-01-16,1,0,False,0,0,0,0,True
3,10002,4369.0,2018-01-22,0,0,False,0,0,0,0,True
4,10002,7166.0,2018-01-23,1,0,False,0,0,0,0,True
5,10002,2228.0,2018-01-25,3,0,False,0,0,0,0,True
6,10002,230.0,2018-01-26,4,0,False,0,0,0,0,True
7,10002,5460.0,2018-01-27,5,1,False,0,0,0,0,True
8,10002,3703.0,2018-02-01,3,0,False,0,0,0,0,True
9,10002,2544.0,2018-02-06,1,0,False,0,0,0,0,True
10,10002,2325.0,2018-02-08,3,0,False,0,0,0,0,True
11,10002,4287.0,2018-02-09,4,0,False,0,0,0,0,True
12,10002,2350.0,2018-02-10,5,1,False,0,0,0,0,True
13,10002,1255.0,2018-02-13,1,0,False,0,0,0,0,True
14,10002,3228.0,2018-02-15,3,0,False,0,0,0,0,True
15,10002,5194.0,2018-02-17,5,1,False,0,0,0,0,True
16,10002,3417.0,2018-02-19,0,0,False,0,0,0,0,True
17,10002,2600.0,2018-02-20,1,0,False,0,0,0,0,True
18,10002,2725.0,2018-02-22,3,0,False,0,0,0,0,True
19,10002,5304.0,2018-02-23,4,0,False,0,0,0,0,True
20,10002,5468.0,2018-02-24,5,1,False,0,0,0,0,True
21,10002,4935.0,2018-02-26,0,0,False,0,0,0,0,True
22,10002,3353.0,2018-02-27,1,0,False,0,0,0,0,True
23,10002,3186.0,2018-04-28,5,1,False,0,0,0,0,True
24,10002,12047.0,2018-04-30,0,0,False,0,1,1,1,True
25,10002,2728.0,2018-09-17,0,0,True,1,0,0,1,True
26,10002,1928.0,2018-09-20,3,0,False,0,0,0,0,True
27,10002,2278.0,2018-09-22,5,1,False,0,0,0,0,True
28,10002,2756.0,2018-09-23,6,1,False,0,0,0,0,True
29,10002,1.0,2018-10-20,5,1,False,0,0,0,0,True
30,10002,274.0,2018-10-31,2,0,True,1,0,0,1,True
31,10002,4089.0,2018-11-01,3,0,True,1,0,0,1,True
32,10002,10317.0,2018-11-02,4,0,False,0,0,0,0,True
33,10002,1807.0,2018-11-03,5,1,False,0,0,0,0,True
34,10002,3248.0,2018-12-29,5,1,False,0,0,0,0,True
35,10002,495.0,2019-01-02,2,0,False,0,0,0,0,True
36,10002,2228.0,2019-01-08,1,0,False,0,0,0,0,True
37,10002,1.0,2019-01-10,3,0,False,0,0,0,0,True
38,10002,1394.0,2019-01-13,6,1,False,0,0,0,0,True
39,10002,140.0,2019-01-14,0,0,False,0,0,0,0,True
40,10002,830.0,2019-01-15,1,0,False,0,0,0,0,True
41,10002,474.0,2019-01-17,3,0,False,0,0,0,0,True
42,10002,1337.0,2019-01-19,5,1,False,0,0,0,0,True
43,10002,2570.0,2019-01-22,1,0,False,0,0,0,0,True
44,10002,5323.0,2019-01-24,3,0,False,0,0,0,0,True
45,10002,1239.0,2019-01-26,5,1,False,0,0,0,0,True
46,10002,1680.0,2019-01-27,6,1,False,0,0,0,0,True
47,10002,1.0,2019-02-13,2,0,False,0,0,0,0,True
48,10002,3076.0,2019-02-17,6,1,False,0,0,0,0,True
49,10002,1218.0,2019-02-19,1,0,False,0,0,0,0,True
50,10002,1799.0,2019-02-21,3,0,False,0,0,0,0,True
51,10002,193.0,2019-02-22,4,0,False,0,0,0,0,True
52,10002,2063.0,2019-02-23,5,1,False,0,0,0,0,True
53,10002,4058.0,2019-02-24,6,1,False,0,0,0,0,True
54,10002,12336.0,2019-02-26,1,0,False,0,0,0,0,True
55,10002,1614.0,2019-02-28,3,0,False,0,0,0,0,True
56,10002,6802.0,2019-03-02,5,1,False,0,0,0,0,True
57,10002,2116.0,2019-03-04,0,0,False,0,0,0,0,True
58,10002,1630.0,2019-04-17,2,0,False,0,0,0,0,True
59,10002,4003.0,2019-04-18,3,0,False,0,1,1,1,True
60,10002,6231.0,2019-04-20,5,1,True,1,0,0,1,True
61,10002,1473.0,2019-04-21,6,1,True,1,0,0,1,True
62,10002,3011.0,2019-04-22,0,0,False,0,0,0,0,True
63,10002,1746.0,2019-05-17,4,0,False,0,0,0,0,True
64,10002,3011.0,2019-05-20,0,0,False,0,1,1,1,True
65,10002,1280.0,2019-08-09,4,0,False,0,0,0,0,True
66,10002,1.0,2019-09-05,3,0,False,0,0,0,0,True
67,10002,1160.0,2019-09-15,6,1,False,0,0,0,0,True
68,10002,1096.0,2019-09-17,1,0,False,0,1,1,1,True
69,10002,1914.0,2019-09-19,3,0,True,1,0,0,1,True
70,10002,3976.0,2019-09-20,4,0,True,1,0,0,1,True
71,10002,5614.0,2019-09-21,5,1,False,0,0,0,0,True
72,10002,5755.0,2019-09-22,6,1,False,0,0,0,0,True
73,10002,1.0,2019-11-13,2,0,False,0,0,0,0,True
74,10002,2868.0,2019-12-13,4,0,False,0,0,0,0,True
75,10002,814.0,2019-12-14,5,1,False,0,0,0,0,True
76,10002,1811.0,2019-12-27,4,0,False,0,0,0,0,True
77,10002,918.0,2019-12-28,5,1,False,0,0,0,0,True
78,10002,3661.0,2019-12-30,0,0,False,0,0,0,0,True
79,10002,937.0,2020-01-01,2,0,True,1,0,0,1,True
80,10003,77471.0,2018-01-04,3,0,False,0,0,0,0,True
81,10003,1.0,2018-02-12,0,0,False,0,0,0,0,True
82,10003,1.0,2018-02-20,1,0,False,0,0,0,0,True
83,10003,1.0,2018-02-24,5,1,False,0,0,0,0,True
84,10003,1.0,2018-02-25,6,1,False,0,0,0,0,True
85,10003,1.0,2018-02-26,0,0,False,0,0,0,0,True
86,10003,1.0,2018-03-03,5,1,False,0,0,0,0,True
87,10003,2683.0,2018-03-17,5,1,False,0,0,0,0,True
88,10003,5588.0,2018-04-07,5,1,False,0,0,0,0,True
89,10003,5.0,2018-04-08,6,1,False,0,0,0,0,True
90,10003,13139.0,2018-04-13,4,0,False,0,0,0,0,True
91,10003,1875.0,2018-04-15,6,1,False,0,0,0,0,True
92,10003,3569.0,2018-04-28,5,1,False,0,0,0,0,True
93,10003,36410.0,2018-05-12,5,1,False,0,0,0,0,True
94,10003,31098.0,2018-05-26,5,1,False,0,0,0,0,True
95,10003,127005.0,2018-06-03,6,1,False,0,0,0,0,True
96,10003,1127.0,2018-06-16,5,1,False,0,0,0,0,True
97,10003,40910.0,2018-07-28,5,1,False,0,0,0,0,True
98,10003,1566.0,2018-08-12,6,1,False,0,0,0,0,True
99,10003,22127.0,2018-08-17,4,0,False,0,0,0,0,True
100,10003,90165.0,2018-09-08,5,1,False,0,0,0,0,True
101,10003,11183.0,2018-09-28,4,0,False,0,0,0,0,True
102,10003,1035.0,2018-10-19,4,0,False,0,0,0,0,True
103,10003,4956.0,2018-10-22,0,0,False,0,0,0,0,True
104,10003,64807.0,2018-10-27,5,1,False,0,0,0,0,True
105,10003,14188.0,2018-11-18,6,1,False,0,0,0,0,True
106,10003,30966.0,2019-02-02,5,1,False,0,0,0,0,True
107,10003,10254.0,2019-03-30,5,1,False,0,0,0,0,True
108,10003,33711.0,2019-04-30,1,0,False,0,1,1,1,True
109,10003,164474.0,2019-05-24,4,0,False,0,0,0,0,True
110,10003,15220.0,2019-05-31,4,0,False,0,0,0,0,True
111,10003,215779.0,2019-08-17,5,1,False,0,0,0,0,True
112,10003,7447.0,2019-08-24,5,1,False,0,0,0,0,True
113,10003,99.0,2019-08-25,6,1,False,0,0,0,0,True
114,10007,33591.0,2018-01-01,0,0,True,1,0,0,1,True
115,10007,3166.0,2018-01-03,2,0,False,0,0,0,0,True
116,10007,44919.0,2018-01-05,4,0,False,0,0,0,0,True
117,10007,58600.0,2018-01-06,5,1,False,0,0,0,0,True
118,10007,47983.0,2018-01-07,6,1,False,0,0,0,0,True
119,10007,92135.0,2018-01-12,4,0,False,0,0,0,0,True
120,10007,145288.0,2018-01-13,5,1,False,0,0,0,0,True
121,10007,31748.0,2018-01-14,6,1,False,0,0,0,0,True
122,10007,201053.0,2018-01-15,0,0,False,0,0,0,0,True
123,10007,131.0,2018-01-16,1,0,False,0,0,0,0,True
124,10007,75642.0,2018-01-19,4,0,False,0,0,0,0,True
125,10007,153409.0,2018-01-20,5,1,False,0,0,0,0,True
126,10007,48129.0,2018-01-21,6,1,False,0,0,0,0,True
127,10007,118875.0,2018-01-26,4,0,False,0,0,0,0,True
128,10007,89731.0,2018-01-27,5,1,False,0,0,0,0,True
129,10007,78614.0,2018-01-28,6,1,False,0,0,0,0,True
130,10007,48401.0,2018-02-03,5,1,False,0,0,0,0,True
131,10007,46543.0,2018-02-04,6,1,False,0,0,0,0,True
132,10007,16789.0,2018-02-05,0,0,False,0,0,0,0,True
133,10007,32308.0,2018-02-06,1,0,False,0,0,0,0,True
134,10007,34206.0,2018-02-07,2,0,False,0,0,0,0,True
135,10007,43416.0,2018-02-09,4,0,False,0,0,0,0,True
136,10007,20848.0,2018-02-10,5,1,False,0,0,0,0,True
137,10007,22558.0,2018-02-11,6,1,False,0,0,0,0,True
138,10007,15049.0,2018-02-12,0,0,False,0,0,0,0,True
139,10007,28664.0,2018-02-14,2,0,False,0,0,0,0,True
140,10007,88500.0,2018-02-16,4,0,False,0,0,0,0,True
141,10007,110606.0,2018-02-17,5,1,False,0,0,0,0,True
142,10007,43858.0,2018-02-18,6,1,False,0,0,0,0,True
143,10007,144.0,2018-02-19,0,0,False,0,0,0,0,True
144,10007,92.0,2018-02-20,1,0,False,0,0,0,0,True
145,10007,51208.0,2018-02-21,2,0,False,0,0,0,0,True
146,10007,56082.0,2018-02-22,3,0,False,0,0,0,0,True
147,10007,58722.0,2018-02-23,4,0,False,0,0,0,0,True
148,10007,78561.0,2018-02-24,5,1,False,0,0,0,0,True
149,10007,70530.0,2018-02-25,6,1,False,0,0,0,0,True
150,10007,75561.0,2018-03-02,4,0,False,0,0,0,0,True
